Distance_to_Zone_km,Recent_Elephant_Count,Time_of_Day,Weather,Risk_Level
3.71,18,Dusk,Clear,CRITICAL
1.98,5,Night,Clear,HIGH
8.51,1,Afternoon,Clear,LOW
10.12,17,Afternoon,Light Rain,LOW
4.14,23,Morning,Heavy Rain,MEDIUM
11.55,2,Afternoon,Heavy Rain,LOW
14.9,18,Dusk,Clear,LOW
1.6,20,Afternoon,Heavy Rain,CRITICAL
7.6,1,Morning,Light Rain,MEDIUM
12.79,10,Dusk,Light Rain,LOW
14.96,25,Night,Clear,LOW
11.91,14,Afternoon,Heavy Rain,LOW
8.92,8,Dusk,Heavy Rain,LOW
12.45,2,Afternoon,Heavy Rain,LOW
2.35,14,Night,Heavy Rain,CRITICAL
12.31,7,Night,Clear,LOW
8.97,22,Morning,Heavy Rain,LOW
7.82,10,Dusk,Heavy Rain,MEDIUM
4.05,18,Dusk,Light Rain,HIGH
8.44,18,Afternoon,Light Rain,LOW
6.54,23,Afternoon,Heavy Rain,MEDIUM
2.24,14,Dusk,Heavy Rain,CRITICAL
4.1,1,Dusk,Clear,HIGH
7.12,17,Dusk,Light Rain,MEDIUM
13.19,9,Dusk,Light Rain,LOW
8.31,14,Afternoon,Light Rain,LOW
9.37,5,Night,Light Rain,LOW
10.75,22,Dusk,Heavy Rain,LOW
13.56,4,Dusk,Light Rain,LOW
13.16,4,Night,Heavy Rain,LOW
13.32,24,Night,Clear,LOW
8.01,6,Afternoon,Heavy Rain,LOW
12.58,9,Dusk,Clear,LOW
13.36,10,Afternoon,Clear,LOW
4.47,24,Afternoon,Heavy Rain,MEDIUM
5.39,15,Night,Heavy Rain,MEDIUM
9.7,23,Afternoon,Heavy Rain,LOW
5.59,10,Morning,Clear,MEDIUM
10.53,10,Night,Clear,LOW
10.3,22,Afternoon,Light Rain,LOW
10.64,24,Afternoon,Light Rain,LOW
4.21,11,Afternoon,Heavy Rain,MEDIUM
2.52,25,Afternoon,Heavy Rain,CRITICAL
0.77,24,Dusk,Clear,CRITICAL
13.75,4,Dusk,Clear,LOW
12.63,17,Dusk,Heavy Rain,CRITICAL
0.6,4,Afternoon,Heavy Rain,HIGH
5.21,22,Morning,Light Rain,MEDIUM
14.36,17,Night,Heavy Rain,LOW
11.31,7,Morning,Light Rain,LOW
2.68,24,Night,Clear,CRITICAL
5.75,9,Dusk,Heavy Rain,MEDIUM
5.88,8,Dusk,Clear,MEDIUM
1.55,25,Night,Heavy Rain,CRITICAL
2.07,16,Dusk,Clear,CRITICAL
1.69,3,Night,Light Rain,HIGH
0.45,10,Morning,Heavy Rain,HIGH
4.84,0,Dusk,Light Rain,HIGH
8.35,9,Morning,Light Rain,LOW
9.9,2,Dusk,Clear,LOW
9.16,6,Night,Light Rain,LOW
8.99,13,Dusk,Clear,LOW
10.17,3,Morning,Light Rain,LOW
2.05,3,Morning,Heavy Rain,HIGH
11.18,16,Dusk,Heavy Rain,LOW
4.49,19,Morning,Heavy Rain,MEDIUM
13.78,18,Night,Heavy Rain,LOW
10.87,8,Morning,Clear,LOW
10.62,24,Afternoon,Light Rain,LOW
3.16,19,Morning,Clear,CRITICAL
10.88,19,Afternoon,Light Rain,LOW
3.54,12,Night,Heavy Rain,CRITICAL
14.75,22,Afternoon,Heavy Rain,LOW
1.07,24,Dusk,Heavy Rain,CRITICAL
5.79,16,Morning,Light Rain,MEDIUM
3.16,22,Night,Clear,CRITICAL
9.36,11,Morning,Heavy Rain,LOW
13.49,10,Morning,Clear,LOW
13.62,21,Dusk,Light Rain,LOW
0.27,25,Morning,Light Rain,CRITICAL
3.72,0,Morning,Clear,LOW
14.68,1,Dusk,Clear,LOW
3.39,3,Morning,Heavy Rain,MEDIUM
12.81,16,Morning,Clear,LOW
3.37,22,Dusk,Clear,CRITICAL
1.02,24,Morning,Heavy Rain,CRITICAL
9.72,15,Afternoon,Heavy Rain,LOW
2.18,4,Afternoon,Light Rain,HIGH
14.23,18,Dusk,Light Rain,LOW
5.13,0,Morning,Heavy Rain,LOW
11.47,22,Afternoon,Clear,LOW
13.7,22,Afternoon,Heavy Rain,LOW
14.32,23,Night,Heavy Rain,LOW
11.87,6,Night,Heavy Rain,LOW
4.65,25,Dusk,Light Rain,HIGH
5.3,12,Afternoon,Clear,MEDIUM
5.74,10,Morning,Heavy Rain,MEDIUM
13.83,3,Night,Heavy Rain,LOW
11.9,5,Afternoon,Clear,CRITICAL
10.68,16,Night,Clear,LOW
0.49,17,Afternoon,Heavy Rain,CRITICAL
9.03,0,Night,Light Rain,LOW
0.65,1,Afternoon,Clear,MEDIUM
2.85,24,Morning,Clear,CRITICAL
8.87,23,Night,Light Rain,HIGH
7.63,1,Afternoon,Clear,MEDIUM
2.87,11,Morning,Heavy Rain,CRITICAL
3.84,8,Afternoon,Light Rain,MEDIUM
7.7,16,Morning,Light Rain,MEDIUM
12.9,2,Afternoon,Light Rain,LOW
9.72,18,Afternoon,Heavy Rain,LOW
13.86,20,Dusk,Light Rain,LOW
8.04,7,Dusk,Heavy Rain,LOW
0.91,15,Morning,Light Rain,CRITICAL
3.17,16,Morning,Heavy Rain,CRITICAL
6.78,12,Night,Heavy Rain,MEDIUM
10.57,22,Afternoon,Clear,LOW
14.85,4,Night,Light Rain,LOW
9.32,6,Dusk,Clear,LOW
1.45,6,Dusk,Heavy Rain,CRITICAL
0.36,21,Night,Heavy Rain,CRITICAL
13.96,1,Morning,Light Rain,LOW
9.33,25,Night,Heavy Rain,LOW
5.36,10,Dusk,Clear,MEDIUM
12.95,9,Night,Light Rain,LOW
4.03,9,Dusk,Light Rain,HIGH
4.12,7,Afternoon,Light Rain,MEDIUM
0.95,9,Afternoon,Clear,HIGH
9.37,11,Dusk,Light Rain,LOW
14.78,1,Afternoon,Light Rain,LOW
7.37,0,Morning,Clear,LOW
14.03,9,Dusk,Clear,LOW
7.76,19,Night,Clear,MEDIUM
0.6,19,Afternoon,Heavy Rain,CRITICAL
0.85,23,Dusk,Clear,CRITICAL
8.05,5,Dusk,Heavy Rain,LOW
3.51,13,Night,Heavy Rain,CRITICAL
2.2,19,Afternoon,Heavy Rain,CRITICAL
0.29,3,Dusk,Light Rain,HIGH
2.71,4,Afternoon,Heavy Rain,HIGH
1.35,9,Morning,Light Rain,HIGH
4.77,0,Morning,Light Rain,LOW
14.92,16,Dusk,Heavy Rain,LOW
7.34,9,Night,Heavy Rain,MEDIUM
11.68,1,Morning,Light Rain,LOW
13.81,5,Dusk,Clear,LOW
12.79,8,Morning,Light Rain,LOW
6.31,13,Dusk,Heavy Rain,MEDIUM
12.55,25,Night,Heavy Rain,LOW
0.56,2,Afternoon,Clear,HIGH
8.98,7,Night,Clear,LOW
2.36,16,Night,Heavy Rain,CRITICAL
12.94,11,Morning,Light Rain,LOW
7.21,2,Afternoon,Clear,MEDIUM
10.35,20,Afternoon,Clear,LOW
1.01,13,Night,Light Rain,CRITICAL
0.19,2,Night,Clear,LOW
14.2,2,Dusk,Clear,LOW
1.86,4,Afternoon,Light Rain,HIGH
5.32,25,Dusk,Light Rain,MEDIUM
12.59,21,Afternoon,Heavy Rain,LOW
3.8,8,Afternoon,Clear,MEDIUM
3.05,10,Dusk,Light Rain,HIGH
13.3,19,Dusk,Clear,LOW
8.74,5,Morning,Light Rain,LOW
4.96,14,Morning,Heavy Rain,MEDIUM
2.11,19,Night,Clear,CRITICAL
13.62,11,Morning,Heavy Rain,LOW
12.7,9,Afternoon,Clear,LOW
11.94,24,Night,Heavy Rain,LOW
13.98,1,Morning,Heavy Rain,LOW
14.11,21,Morning,Clear,LOW
2.44,13,Night,Clear,CRITICAL
9.42,3,Morning,Clear,LOW
0.4,24,Afternoon,Heavy Rain,CRITICAL
11.58,13,Morning,Light Rain,LOW
6.48,1,Dusk,Heavy Rain,MEDIUM
13.02,13,Morning,Clear,LOW
11.33,17,Night,Clear,LOW
0.78,19,Morning,Heavy Rain,CRITICAL
14.67,8,Morning,Clear,LOW
8.62,16,Night,Clear,LOW
8.61,6,Dusk,Light Rain,LOW
0.42,20,Dusk,Clear,CRITICAL
0.59,1,Morning,Heavy Rain,MEDIUM
14.31,8,Dusk,Heavy Rain,LOW
1.28,20,Night,Light Rain,CRITICAL
5.28,24,Afternoon,Light Rain,MEDIUM
12.05,1,Morning,Light Rain,LOW
10.72,21,Dusk,Clear,LOW
2.27,14,Night,Light Rain,CRITICAL
12.76,5,Afternoon,Light Rain,LOW
14.07,22,Afternoon,Clear,LOW
1.37,12,Night,Clear,CRITICAL
4.15,1,Night,Clear,HIGH
6.21,20,Night,Clear,MEDIUM
14.15,18,Night,Heavy Rain,LOW
10.2,8,Morning,Heavy Rain,LOW
10.16,8,Night,Heavy Rain,LOW
10.76,7,Dusk,Light Rain,LOW
1.28,3,Dusk,Light Rain,HIGH
5.16,18,Afternoon,Light Rain,MEDIUM
12.77,15,Dusk,Clear,LOW
1.2,25,Afternoon,Clear,CRITICAL
8.31,17,Afternoon,Light Rain,LOW
4.89,0,Night,Heavy Rain,HIGH
11.91,5,Night,Light Rain,LOW
1.56,24,Afternoon,Clear,CRITICAL
9.89,9,Night,Light Rain,LOW
8.44,9,Morning,Heavy Rain,LOW
11.11,11,Morning,Light Rain,MEDIUM
2.92,21,Morning,Light Rain,CRITICAL
8.84,25,Dusk,Light Rain,CRITICAL
1.33,8,Night,Light Rain,CRITICAL
10.87,14,Morning,Light Rain,LOW
2.53,15,Afternoon,Clear,CRITICAL
5.7,16,Morning,Clear,MEDIUM
9.8,0,Dusk,Clear,LOW
0.54,21,Dusk,Light Rain,CRITICAL
12.7,21,Afternoon,Light Rain,LOW
9.88,20,Night,Light Rain,LOW
7.42,17,Dusk,Heavy Rain,MEDIUM
1.69,24,Night,Clear,CRITICAL
13.11,24,Dusk,Heavy Rain,LOW
11.68,8,Morning,Heavy Rain,LOW
2.74,12,Dusk,Light Rain,CRITICAL
2.58,12,Dusk,Heavy Rain,CRITICAL
1.37,18,Afternoon,Light Rain,CRITICAL
9.9,10,Night,Clear,LOW
12.54,0,Afternoon,Heavy Rain,LOW
5.6,22,Dusk,Clear,MEDIUM
2.15,10,Dusk,Clear,HIGH
4.42,2,Morning,Light Rain,CRITICAL
13.92,19,Night,Heavy Rain,LOW
10.66,14,Afternoon,Heavy Rain,LOW
12.92,21,Dusk,Clear,LOW
13.18,7,Afternoon,Clear,LOW
9.26,13,Night,Heavy Rain,LOW
7.79,11,Morning,Heavy Rain,MEDIUM
4.9,7,Afternoon,Clear,MEDIUM
9.47,20,Night,Light Rain,LOW
0.52,14,Dusk,Heavy Rain,CRITICAL
14.24,22,Morning,Clear,LOW
7.63,18,Night,Heavy Rain,MEDIUM
14.27,9,Night,Heavy Rain,LOW
5.76,13,Dusk,Clear,MEDIUM
2.04,16,Morning,Light Rain,CRITICAL
12.47,4,Morning,Clear,LOW
12.64,15,Night,Clear,LOW
10.27,23,Afternoon,Clear,LOW
9.17,9,Night,Light Rain,LOW
8.08,16,Afternoon,Heavy Rain,LOW
0.84,17,Morning,Light Rain,CRITICAL
9.4,11,Night,Clear,LOW
6.97,1,Morning,Clear,MEDIUM
11.36,3,Night,Clear,LOW
2.37,25,Afternoon,Heavy Rain,CRITICAL
1.51,4,Afternoon,Clear,HIGH
11.33,14,Dusk,Heavy Rain,LOW
9.86,18,Morning,Clear,LOW
10.93,25,Night,Clear,LOW
6.85,8,Night,Heavy Rain,MEDIUM
5.99,1,Dusk,Light Rain,MEDIUM
1.92,13,Afternoon,Clear,CRITICAL
8.34,3,Morning,Heavy Rain,LOW
9.41,25,Night,Light Rain,LOW
6.49,5,Morning,Clear,MEDIUM
11.82,0,Afternoon,Light Rain,LOW
6.58,11,Morning,Light Rain,HIGH
0.67,25,Morning,Heavy Rain,CRITICAL
8.07,24,Morning,Heavy Rain,LOW
9.32,22,Afternoon,Light Rain,LOW
8.45,6,Night,Light Rain,LOW
13.19,15,Dusk,Heavy Rain,LOW
1.42,3,Dusk,Light Rain,HIGH
7.57,5,Dusk,Light Rain,MEDIUM
10.83,10,Morning,Light Rain,LOW
12.14,4,Afternoon,Clear,LOW
3.18,6,Morning,Light Rain,MEDIUM
3.06,8,Afternoon,Light Rain,MEDIUM
1.86,17,Dusk,Light Rain,CRITICAL
11.71,1,Afternoon,Clear,LOW
13.48,4,Morning,Clear,LOW
13.05,16,Afternoon,Heavy Rain,LOW
1.57,3,Afternoon,Heavy Rain,HIGH
13.25,22,Morning,Light Rain,LOW
6.75,20,Night,Light Rain,MEDIUM
1.66,6,Afternoon,Clear,HIGH
13.22,13,Night,Light Rain,LOW
3.34,1,Dusk,Heavy Rain,HIGH
4.26,23,Morning,Light Rain,MEDIUM
8.86,8,Night,Light Rain,LOW
9.43,0,Morning,Heavy Rain,LOW
13.5,1,Dusk,Heavy Rain,LOW
14.5,10,Afternoon,Heavy Rain,LOW
1.85,23,Night,Light Rain,CRITICAL
10.45,16,Afternoon,Heavy Rain,HIGH
1.03,22,Afternoon,Heavy Rain,CRITICAL
14.11,9,Morning,Light Rain,LOW
4.3,22,Morning,Heavy Rain,MEDIUM
8.91,12,Afternoon,Clear,HIGH
4.62,7,Morning,Light Rain,MEDIUM
9.38,14,Night,Light Rain,LOW
3.02,25,Dusk,Clear,CRITICAL
8.73,5,Afternoon,Light Rain,LOW
2.37,17,Night,Clear,CRITICAL
10.27,3,Dusk,Clear,LOW
12.14,5,Dusk,Light Rain,LOW
11.26,0,Dusk,Clear,LOW
13.37,9,Dusk,Light Rain,CRITICAL
5.72,3,Afternoon,Light Rain,MEDIUM
5.24,24,Dusk,Clear,MEDIUM
4.31,2,Night,Clear,HIGH
13.36,20,Afternoon,Light Rain,LOW
14.9,25,Dusk,Clear,LOW
3.57,23,Afternoon,Clear,CRITICAL
12.03,2,Dusk,Heavy Rain,LOW
12.85,9,Morning,Heavy Rain,MEDIUM
1.88,0,Afternoon,Clear,LOW
12.06,20,Dusk,Light Rain,LOW
13.59,18,Night,Heavy Rain,LOW
4.81,22,Afternoon,Light Rain,MEDIUM
1.13,25,Morning,Heavy Rain,CRITICAL
5.16,14,Morning,Clear,MEDIUM
12.91,20,Morning,Clear,LOW
5.29,20,Dusk,Clear,MEDIUM
13.94,7,Night,Light Rain,LOW
9.25,11,Dusk,Clear,LOW
9.55,6,Morning,Light Rain,LOW
8.43,7,Dusk,Clear,LOW
5.79,21,Night,Clear,MEDIUM
5.11,16,Dusk,Clear,MEDIUM
13.6,25,Dusk,Heavy Rain,LOW
12.87,19,Night,Heavy Rain,LOW
11.83,21,Night,Heavy Rain,LOW
3.64,16,Night,Clear,CRITICAL
7.3,0,Dusk,Clear,LOW
5.31,25,Afternoon,Clear,MEDIUM
14.44,14,Dusk,Light Rain,LOW
9.86,9,Night,Heavy Rain,LOW
8.51,1,Afternoon,Clear,LOW
13.19,19,Dusk,Clear,LOW
1.2,4,Night,Heavy Rain,HIGH
11.72,13,Morning,Heavy Rain,LOW
9.48,2,Afternoon,Heavy Rain,LOW
10.4,5,Night,Light Rain,LOW
2.16,25,Afternoon,Clear,CRITICAL
5.6,7,Night,Light Rain,MEDIUM
5.07,17,Morning,Clear,MEDIUM
3.38,24,Night,Clear,CRITICAL
1.44,0,Dusk,Heavy Rain,HIGH
14.13,9,Night,Clear,LOW
1.91,6,Afternoon,Light Rain,HIGH
0.45,1,Night,Light Rain,HIGH
13.6,13,Morning,Heavy Rain,LOW
10.64,18,Morning,Clear,LOW
14.49,18,Afternoon,Clear,LOW
8.14,5,Dusk,Clear,LOW
3.34,5,Afternoon,Light Rain,MEDIUM
14.13,23,Afternoon,Light Rain,LOW
9.06,12,Night,Light Rain,LOW
13.75,16,Afternoon,Clear,LOW
1.38,23,Morning,Clear,CRITICAL
12.54,5,Morning,Heavy Rain,LOW
6.67,11,Night,Clear,MEDIUM
1.27,23,Afternoon,Heavy Rain,CRITICAL
10.65,10,Dusk,Clear,LOW
8.29,17,Dusk,Clear,LOW
5.63,19,Afternoon,Clear,MEDIUM
8.07,19,Night,Light Rain,LOW
5.13,21,Afternoon,Heavy Rain,MEDIUM
0.44,16,Morning,Heavy Rain,CRITICAL
4.79,2,Dusk,Light Rain,HIGH
14.93,13,Morning,Heavy Rain,LOW
10.71,0,Morning,Clear,LOW
8.28,0,Morning,Light Rain,LOW
2.16,10,Dusk,Heavy Rain,HIGH
1.91,20,Night,Heavy Rain,CRITICAL
12.33,16,Dusk,Light Rain,LOW
10.27,23,Dusk,Clear,LOW
10.75,16,Night,Clear,LOW
10.74,0,Night,Light Rain,MEDIUM
2.86,4,Night,Clear,HIGH
1.56,8,Night,Clear,CRITICAL
6.36,7,Dusk,Clear,MEDIUM
11.34,4,Afternoon,Light Rain,LOW
4.27,25,Night,Heavy Rain,HIGH
10.17,22,Afternoon,Light Rain,LOW
8.94,21,Dusk,Heavy Rain,LOW
13.65,3,Morning,Heavy Rain,MEDIUM
5.72,13,Morning,Clear,MEDIUM
10.0,19,Morning,Heavy Rain,LOW
14.57,15,Afternoon,Clear,LOW
3.62,25,Afternoon,Heavy Rain,CRITICAL
1.41,25,Night,Light Rain,CRITICAL
7.73,16,Dusk,Light Rain,MEDIUM
0.79,7,Dusk,Heavy Rain,CRITICAL
1.84,15,Morning,Light Rain,CRITICAL
13.38,0,Dusk,Light Rain,LOW
11.56,12,Morning,Clear,LOW
8.7,24,Night,Heavy Rain,LOW
7.33,24,Night,Clear,MEDIUM
5.69,25,Afternoon,Light Rain,MEDIUM
12.0,13,Afternoon,Heavy Rain,LOW
7.57,6,Dusk,Heavy Rain,MEDIUM
14.89,11,Dusk,Light Rain,LOW
1.19,13,Night,Light Rain,CRITICAL
11.33,9,Morning,Clear,LOW
10.83,13,Afternoon,Clear,LOW
2.37,19,Dusk,Light Rain,CRITICAL
3.03,9,Dusk,Light Rain,HIGH
3.64,16,Morning,Light Rain,CRITICAL
3.93,11,Morning,Heavy Rain,CRITICAL
11.4,12,Dusk,Light Rain,LOW
4.9,12,Dusk,Clear,HIGH
4.1,21,Dusk,Heavy Rain,HIGH
6.4,19,Night,Heavy Rain,MEDIUM
1.24,25,Afternoon,Light Rain,CRITICAL
5.09,9,Dusk,Heavy Rain,MEDIUM
5.88,3,Afternoon,Clear,MEDIUM
11.38,17,Night,Light Rain,MEDIUM
8.84,7,Afternoon,Light Rain,LOW
12.86,15,Night,Light Rain,LOW
11.82,1,Dusk,Light Rain,LOW
4.93,22,Dusk,Heavy Rain,HIGH
12.27,4,Afternoon,Light Rain,LOW
4.7,15,Morning,Heavy Rain,MEDIUM
8.14,14,Night,Clear,LOW
7.05,11,Morning,Heavy Rain,MEDIUM
3.61,10,Morning,Heavy Rain,MEDIUM
6.01,17,Dusk,Light Rain,MEDIUM
9.98,7,Morning,Clear,LOW
7.85,7,Night,Heavy Rain,MEDIUM
0.52,22,Morning,Heavy Rain,CRITICAL
2.76,9,Afternoon,Clear,HIGH
7.14,24,Night,Clear,MEDIUM
14.93,22,Morning,Heavy Rain,LOW
8.93,1,Afternoon,Clear,LOW
1.73,9,Morning,Light Rain,HIGH
7.98,16,Night,Light Rain,MEDIUM
7.2,23,Morning,Heavy Rain,MEDIUM
11.02,4,Afternoon,Heavy Rain,LOW
9.11,6,Morning,Heavy Rain,LOW
4.93,5,Dusk,Clear,HIGH
10.25,9,Morning,Light Rain,LOW
11.4,21,Night,Heavy Rain,LOW
10.78,17,Afternoon,Clear,LOW
5.19,5,Dusk,Clear,MEDIUM
13.6,22,Afternoon,Clear,LOW
10.85,15,Night,Clear,LOW
5.8,18,Morning,Heavy Rain,MEDIUM
4.04,17,Morning,Heavy Rain,MEDIUM
4.0,15,Night,Heavy Rain,HIGH
3.07,21,Dusk,Clear,CRITICAL
8.25,23,Dusk,Clear,LOW
6.39,0,Morning,Heavy Rain,LOW
12.87,1,Morning,Clear,LOW
11.59,19,Dusk,Clear,LOW
1.54,6,Morning,Light Rain,HIGH
3.33,10,Morning,Heavy Rain,MEDIUM
8.8,15,Dusk,Light Rain,LOW
8.28,20,Dusk,Light Rain,LOW
13.14,22,Dusk,Light Rain,LOW
9.4,4,Afternoon,Clear,LOW
3.75,24,Night,Heavy Rain,CRITICAL
5.52,6,Dusk,Light Rain,MEDIUM
4.0,14,Afternoon,Clear,MEDIUM
6.59,14,Morning,Heavy Rain,MEDIUM
9.73,18,Night,Light Rain,LOW
1.73,2,Afternoon,Heavy Rain,MEDIUM
10.24,10,Night,Heavy Rain,LOW
3.12,14,Night,Clear,CRITICAL
8.62,24,Dusk,Clear,LOW
9.36,5,Dusk,Light Rain,LOW
9.13,5,Night,Light Rain,LOW
10.21,10,Morning,Light Rain,LOW
2.93,9,Afternoon,Clear,HIGH
10.78,16,Dusk,Clear,LOW
7.55,18,Night,Clear,MEDIUM
8.19,6,Night,Light Rain,LOW
0.35,11,Dusk,Heavy Rain,CRITICAL
9.22,23,Morning,Light Rain,LOW
6.04,15,Night,Heavy Rain,MEDIUM
8.31,25,Dusk,Clear,LOW
1.58,4,Dusk,Heavy Rain,HIGH
1.37,19,Morning,Light Rain,CRITICAL
6.05,24,Afternoon,Light Rain,MEDIUM
9.74,7,Dusk,Light Rain,LOW
3.69,9,Morning,Clear,MEDIUM
12.31,8,Night,Light Rain,LOW
9.15,6,Dusk,Clear,LOW
4.74,23,Night,Light Rain,HIGH
7.94,9,Afternoon,Light Rain,MEDIUM
12.1,11,Afternoon,Light Rain,LOW
5.42,16,Dusk,Heavy Rain,LOW
9.08,5,Night,Clear,LOW
6.82,9,Night,Heavy Rain,MEDIUM
14.77,0,Night,Clear,LOW
7.41,0,Afternoon,Light Rain,LOW
6.05,16,Dusk,Heavy Rain,MEDIUM
1.01,22,Morning,Light Rain,CRITICAL
5.12,10,Night,Light Rain,MEDIUM
13.36,18,Morning,Light Rain,LOW
3.18,7,Night,Clear,HIGH
4.51,4,Afternoon,Clear,MEDIUM
10.96,24,Night,Clear,LOW
5.95,7,Dusk,Light Rain,MEDIUM
11.2,16,Dusk,Heavy Rain,LOW
5.67,1,Afternoon,Light Rain,MEDIUM
5.62,15,Afternoon,Heavy Rain,MEDIUM
7.5,9,Morning,Light Rain,MEDIUM
8.65,24,Morning,Clear,LOW
10.99,18,Afternoon,Light Rain,LOW
1.51,8,Night,Clear,CRITICAL
2.57,24,Morning,Clear,CRITICAL
13.37,3,Dusk,Light Rain,CRITICAL
14.08,18,Night,Clear,LOW
14.73,9,Dusk,Clear,LOW
8.87,7,Afternoon,Clear,LOW
12.12,11,Morning,Clear,LOW
3.65,23,Night,Clear,CRITICAL
11.8,24,Afternoon,Heavy Rain,LOW
7.3,18,Afternoon,Clear,MEDIUM
2.75,13,Morning,Heavy Rain,CRITICAL
4.82,14,Night,Clear,HIGH
0.86,7,Dusk,Heavy Rain,CRITICAL
13.98,14,Afternoon,Clear,LOW
9.03,8,Morning,Clear,LOW
8.64,19,Morning,Clear,LOW
1.2,5,Night,Light Rain,HIGH
3.23,0,Afternoon,Clear,LOW
6.01,13,Night,Heavy Rain,MEDIUM
9.24,5,Night,Heavy Rain,LOW
11.17,7,Night,Heavy Rain,LOW
12.68,0,Dusk,Light Rain,LOW
3.66,3,Night,Light Rain,HIGH
14.28,2,Morning,Light Rain,LOW
10.22,0,Dusk,Light Rain,LOW
3.41,24,Morning,Light Rain,CRITICAL
8.79,16,Afternoon,Heavy Rain,LOW
1.42,3,Night,Clear,HIGH
9.16,7,Dusk,Heavy Rain,LOW
5.54,9,Night,Light Rain,MEDIUM
13.34,17,Afternoon,Clear,LOW
